enspid	protlen
ENSP00000396297	45
ENSP00000396298	144
ENSP00000396300	103
ENSP00000396301	557
ENSP00000396304	229
ENSP00000396307	140.666666666667
ENSP00000396308	187
ENSP00000396309	87.3333333333333
ENSP00000396310	206
ENSP00000396311	130.666666666667
ENSP00000396313	600
ENSP00000396314	482
ENSP00000396318	191.333333333333
ENSP00000396319	48
ENSP00000396320	1836
ENSP00000396321	652
ENSP00000396322	303.666666666667
ENSP00000396323	217.666666666667
ENSP00000396324	95.3333333333333
ENSP00000396326	253
ENSP00000396328	168.666666666667
ENSP00000396329	671
ENSP00000396330	264
ENSP00000396332	154.333333333333
ENSP00000396333	296.333333333333
ENSP00000396336	226
ENSP00000396337	63
ENSP00000396339	1755
ENSP00000396340	373
ENSP00000396343	211
ENSP00000396344	252
ENSP00000396345	2882
ENSP00000396347	58.3333333333333
ENSP00000396350	270
ENSP00000396351	175.666666666667
ENSP00000396352	64.6666666666667
ENSP00000396353	237.333333333333
ENSP00000396355	96
ENSP00000396356	122.666666666667
ENSP00000396359	231.666666666667
ENSP00000396360	157.666666666667
ENSP00000396361	476
ENSP00000396362	203.333333333333
ENSP00000396363	651
ENSP00000396364	302.666666666667
ENSP00000396365	229
ENSP00000396366	113
ENSP00000396367	360
ENSP00000396368	149
ENSP00000396369	168.333333333333
ENSP00000396370	85.6666666666667
ENSP00000396371	170.666666666667
ENSP00000396373	12
ENSP00000396374	934.666666666667
ENSP00000396375	270
ENSP00000396376	281.333333333333
ENSP00000396378	97
ENSP00000396379	443
ENSP00000396382	225.666666666667
ENSP00000396383	239
ENSP00000396384	417
ENSP00000396385	366
ENSP00000396387	484
ENSP00000396388	164.666666666667
ENSP00000396389	161.333333333333
ENSP00000396390	209
ENSP00000396391	214
ENSP00000396392	69.6666666666667
ENSP00000396394	400
ENSP00000396396	110
ENSP00000396397	245
ENSP00000396398	1136
ENSP00000396399	687
ENSP00000396401	506
ENSP00000396402	406
ENSP00000396403	400
ENSP00000396404	132.333333333333
ENSP00000396405	101.333333333333
ENSP00000396406	53.3333333333333
ENSP00000396407	108.333333333333
ENSP00000396408	92
ENSP00000396410	35
ENSP00000396411	272
ENSP00000396412	288
ENSP00000396413	143
ENSP00000396414	316
ENSP00000396415	404
ENSP00000396416	188
ENSP00000396417	255
ENSP00000396419	445
ENSP00000396420	378
ENSP00000396421	559
ENSP00000396422	136
ENSP00000396424	298.333333333333
ENSP00000396425	247.333333333333
ENSP00000396426	225
ENSP00000396427	306
ENSP00000396429	142.666666666667
ENSP00000396430	252
ENSP00000396431	51
ENSP00000396432	311
ENSP00000396434	197
ENSP00000396437	182.666666666667
ENSP00000396439	406
ENSP00000396440	217
ENSP00000396441	375
ENSP00000396442	276
ENSP00000396443	76
ENSP00000396445	549
ENSP00000396447	626
ENSP00000396450	158.333333333333
ENSP00000396451	211
ENSP00000396452	251
ENSP00000396453	496
ENSP00000396454	703
ENSP00000396456	240.666666666667
ENSP00000396458	675
ENSP00000396460	93
ENSP00000396461	164.666666666667
ENSP00000396462	516
ENSP00000396464	85.6666666666667
ENSP00000396465	182
ENSP00000396466	991
ENSP00000396467	382
ENSP00000396468	264
ENSP00000396469	131.666666666667
ENSP00000396470	1278
ENSP00000396471	901
ENSP00000396474	178
ENSP00000396475	91
ENSP00000396477	165
ENSP00000396479	464
ENSP00000396480	192.666666666667
ENSP00000396481	638
ENSP00000396484	2089
ENSP00000396485	113
ENSP00000396486	641
ENSP00000396487	67
ENSP00000396490	282
ENSP00000396492	603
ENSP00000396493	973
ENSP00000396495	145.666666666667
ENSP00000396497	201.666666666667
ENSP00000396498	8.66666666666667
ENSP00000396499	488
ENSP00000396500	56
ENSP00000396501	280.333333333333
ENSP00000396502	268
ENSP00000396503	157.666666666667
ENSP00000396504	171.666666666667
ENSP00000396505	96
ENSP00000396506	288
ENSP00000396509	269.666666666667
ENSP00000396511	163
ENSP00000396512	116.333333333333
ENSP00000396515	292
ENSP00000396517	75
ENSP00000396518	195.333333333333
ENSP00000396519	732
ENSP00000396520	78
ENSP00000396521	787
ENSP00000396522	74
ENSP00000396523	338
ENSP00000396524	312
ENSP00000396525	838
ENSP00000396526	582
ENSP00000396527	291.666666666667
ENSP00000396528	330
ENSP00000396529	118
ENSP00000396530	74
ENSP00000396531	256
ENSP00000396532	106.333333333333
ENSP00000396533	97
ENSP00000396534	493.666666666667
ENSP00000396535	135
ENSP00000396536	189
ENSP00000396538	1549
ENSP00000396539	261
ENSP00000396540	265.333333333333
ENSP00000396541	157.666666666667
ENSP00000396542	162
ENSP00000396544	796
ENSP00000396545	159
ENSP00000396547	105.333333333333
ENSP00000396548	477
ENSP00000396549	158.666666666667
ENSP00000396550	164
ENSP00000396552	586.666666666667
ENSP00000396554	432
ENSP00000396555	1135
ENSP00000396556	42
ENSP00000396557	446
ENSP00000396558	303.333333333333
ENSP00000396559	187.666666666667
ENSP00000396560	259
ENSP00000396561	120
ENSP00000396565	132.333333333333
ENSP00000396566	98
ENSP00000396567	104.333333333333
ENSP00000396568	152
ENSP00000396570	244
ENSP00000396571	242
ENSP00000396574	103
ENSP00000396576	2080
ENSP00000396579	66
ENSP00000396581	102.666666666667
ENSP00000396582	154.333333333333
ENSP00000396584	176.666666666667
ENSP00000396585	979
ENSP00000396586	551
ENSP00000396587	290
ENSP00000396588	912
ENSP00000396589	145
ENSP00000396590	12.3333333333333
ENSP00000396591	2272
ENSP00000396592	234
ENSP00000396593	578
ENSP00000396594	246
ENSP00000396595	228.333333333333
ENSP00000396596	111
ENSP00000396597	421
ENSP00000396598	106.333333333333
ENSP00000396600	762
ENSP00000396601	888
ENSP00000396602	198
ENSP00000396603	330
ENSP00000396604	239.666666666667
ENSP00000396605	144
ENSP00000396606	117.333333333333
ENSP00000396607	197
ENSP00000396608	1209
ENSP00000396609	165.666666666667
ENSP00000396612	106
ENSP00000396614	150.666666666667
ENSP00000396615	653
ENSP00000396616	691
ENSP00000396617	2230
ENSP00000396618	349
ENSP00000396620	354
ENSP00000396621	168
ENSP00000396622	1323
ENSP00000396623	234.666666666667
ENSP00000396625	561
ENSP00000396627	383
ENSP00000396628	313
ENSP00000396629	117.666666666667
ENSP00000396630	123
ENSP00000396632	65
ENSP00000396633	83.6666666666667
ENSP00000396634	122
ENSP00000396637	44
ENSP00000396638	211
ENSP00000396641	71.3333333333333
ENSP00000396643	132.333333333333
ENSP00000396646	303
ENSP00000396648	262
ENSP00000396649	181
ENSP00000396650	184.333333333333
ENSP00000396651	39
ENSP00000396652	84
ENSP00000396653	193
ENSP00000396654	284
ENSP00000396655	217
ENSP00000396656	381
ENSP00000396657	267.666666666667
ENSP00000396658	800
ENSP00000396659	309
ENSP00000396660	119.333333333333
ENSP00000396661	126
ENSP00000396662	556
ENSP00000396665	149
ENSP00000396668	197
ENSP00000396669	148
ENSP00000396670	213.666666666667
ENSP00000396672	2017
ENSP00000396673	847
ENSP00000396675	62
ENSP00000396678	88
ENSP00000396683	151
ENSP00000396684	378
ENSP00000396687	576
ENSP00000396688	1744
ENSP00000396690	630
ENSP00000396691	157.666666666667
ENSP00000396692	133
ENSP00000396693	45
ENSP00000396695	1451.33333333333
ENSP00000396696	125.666666666667
ENSP00000396697	178
ENSP00000396699	12.6666666666667
ENSP00000396702	334
ENSP00000396703	68
ENSP00000396704	1621
ENSP00000396707	102.333333333333
ENSP00000396708	313
ENSP00000396709	267
ENSP00000396710	33
ENSP00000396711	597
ENSP00000396712	116
ENSP00000396713	349
ENSP00000396715	146
ENSP00000396716	90
ENSP00000396719	232
ENSP00000396720	263.333333333333
ENSP00000396722	355
ENSP00000396723	226
ENSP00000396725	1105
ENSP00000396726	212.333333333333
ENSP00000396727	40
ENSP00000396728	450
ENSP00000396729	86.6666666666667
ENSP00000396730	150.333333333333
ENSP00000396731	220
ENSP00000396732	492
ENSP00000396734	101
ENSP00000396735	830
ENSP00000396736	120.666666666667
ENSP00000396738	209.666666666667
ENSP00000396739	111.666666666667
ENSP00000396741	128
ENSP00000396742	519
ENSP00000396743	204
ENSP00000396745	325
ENSP00000396746	2513
ENSP00000396747	345
ENSP00000396749	878
ENSP00000396750	290
ENSP00000396751	167.666666666667
ENSP00000396752	257
ENSP00000396753	333
ENSP00000396754	1063
ENSP00000396755	307
ENSP00000396756	298
ENSP00000396757	75
ENSP00000396761	24
ENSP00000396762	184
ENSP00000396763	370
ENSP00000396764	175.666666666667
ENSP00000396765	80
ENSP00000396766	387
ENSP00000396768	370
ENSP00000396769	252
ENSP00000396770	169
ENSP00000396771	722
ENSP00000396772	234
ENSP00000396773	906
ENSP00000396774	723
ENSP00000396776	130
ENSP00000396777	384
ENSP00000396778	259.666666666667
ENSP00000396781	311
ENSP00000396783	626
ENSP00000396784	209
ENSP00000396786	160
ENSP00000396787	61
ENSP00000396788	889
ENSP00000396789	1191.33333333333
ENSP00000396790	126
ENSP00000396791	141
ENSP00000396793	613
ENSP00000396794	429
ENSP00000396797	214
ENSP00000396798	76
ENSP00000396800	81.3333333333333
ENSP00000396802	432
ENSP00000396803	107.666666666667
ENSP00000396805	267
ENSP00000396806	134
ENSP00000396807	76.3333333333333
ENSP00000396810	116.666666666667
ENSP00000396811	20
ENSP00000396812	2157
ENSP00000396813	219
ENSP00000396814	134
ENSP00000396816	151
ENSP00000396819	130
ENSP00000396820	85
ENSP00000396821	579
ENSP00000396823	217
ENSP00000396825	155.333333333333
ENSP00000396827	216
ENSP00000396828	110
ENSP00000396829	18.6666666666667
ENSP00000396830	1863
ENSP00000396833	248
ENSP00000396834	17
ENSP00000396835	478
ENSP00000396836	116.333333333333
ENSP00000396837	224.666666666667
ENSP00000396839	306
ENSP00000396840	440
ENSP00000396841	238
ENSP00000396842	136.666666666667
ENSP00000396843	499
ENSP00000396844	248
ENSP00000396845	162.666666666667
ENSP00000396846	224.666666666667
ENSP00000396849	226
ENSP00000396850	31.3333333333333
ENSP00000396854	128
ENSP00000396855	76
ENSP00000396856	79
ENSP00000396857	545
ENSP00000396858	26
ENSP00000396860	156.333333333333
ENSP00000396861	484
ENSP00000396863	518
ENSP00000396864	170.333333333333
ENSP00000396865	341
ENSP00000396866	303
ENSP00000396867	179.666666666667
ENSP00000396868	33
ENSP00000396869	123.666666666667
ENSP00000396870	81
ENSP00000396871	870
ENSP00000396872	492.666666666667
ENSP00000396873	457
ENSP00000396874	146
ENSP00000396876	665
ENSP00000396877	598
ENSP00000396881	702
ENSP00000396882	636
ENSP00000396883	171
ENSP00000396884	215.333333333333
ENSP00000396885	186.333333333333
ENSP00000396886	342
ENSP00000396887	451
ENSP00000396888	179.333333333333
ENSP00000396889	155
ENSP00000396890	119
ENSP00000396893	244.333333333333
ENSP00000396894	539
ENSP00000396895	157
ENSP00000396896	241
ENSP00000396897	115
ENSP00000396898	178
ENSP00000396899	747
ENSP00000396900	905
ENSP00000396901	147
ENSP00000396903	57
ENSP00000396904	130
ENSP00000396906	193
ENSP00000396907	207
ENSP00000396909	28.3333333333333
ENSP00000396910	128
ENSP00000396911	129.333333333333
ENSP00000396912	128
ENSP00000396913	43
ENSP00000396914	543
ENSP00000396915	268
ENSP00000396916	315
ENSP00000396918	931
ENSP00000396922	126
ENSP00000396923	484.333333333333
ENSP00000396925	202.333333333333
ENSP00000396927	245
ENSP00000396928	218
ENSP00000396929	208
ENSP00000396930	237
ENSP00000396931	562
ENSP00000396932	281.333333333333
ENSP00000396934	332.333333333333
ENSP00000396935	662
ENSP00000396936	236
ENSP00000396937	378
ENSP00000396938	61
ENSP00000396939	154
ENSP00000396940	615
ENSP00000396942	762
ENSP00000396943	555
ENSP00000396944	316
ENSP00000396946	264
ENSP00000396948	31.3333333333333
ENSP00000396949	147
ENSP00000396950	94
ENSP00000396951	267
ENSP00000396952	165
ENSP00000396953	50
ENSP00000396954	282
ENSP00000396955	574
ENSP00000396958	111.666666666667
ENSP00000396959	16.3333333333333
ENSP00000396961	338
ENSP00000396964	125.333333333333
ENSP00000396966	111.666666666667
ENSP00000396968	46.3333333333333
ENSP00000396969	54
ENSP00000396970	583
ENSP00000396971	239.666666666667
ENSP00000396973	150
ENSP00000396975	113.666666666667
ENSP00000396976	780
ENSP00000396977	174
ENSP00000396980	202
ENSP00000396981	397
ENSP00000396982	69.3333333333333
ENSP00000396985	221.666666666667
ENSP00000396986	488
ENSP00000396987	171
ENSP00000396988	336
ENSP00000396989	125.666666666667
ENSP00000396990	627
ENSP00000396992	174.333333333333
ENSP00000396994	455
ENSP00000396995	698
ENSP00000396996	186
ENSP00000397002	150
ENSP00000397004	229
ENSP00000397005	115.333333333333
ENSP00000397007	134
ENSP00000397008	244.333333333333
ENSP00000397009	316
ENSP00000397011	49.3333333333333
ENSP00000397014	99
ENSP00000397015	845
ENSP00000397017	65.3333333333333
ENSP00000397018	129
ENSP00000397020	712
ENSP00000397021	304.333333333333
ENSP00000397022	77.6666666666667
ENSP00000397026	908
ENSP00000397028	487
ENSP00000397029	183.666666666667
ENSP00000397031	305
ENSP00000397035	783
ENSP00000397036	175.333333333333
ENSP00000397037	235.666666666667
ENSP00000397038	424
ENSP00000397039	139
ENSP00000397041	167.666666666667
ENSP00000397042	95.3333333333333
ENSP00000397043	518
ENSP00000397045	108
ENSP00000397046	172
ENSP00000397047	186.666666666667
ENSP00000397048	247.333333333333
ENSP00000397049	51.6666666666667
ENSP00000397050	398.333333333333
ENSP00000397052	45
ENSP00000397055	985
ENSP00000397056	123
ENSP00000397057	272
ENSP00000397058	257
ENSP00000397062	38
ENSP00000397063	588
ENSP00000397065	486
ENSP00000397067	187.333333333333
ENSP00000397068	646
ENSP00000397069	166
ENSP00000397070	349
ENSP00000397071	63.3333333333333
ENSP00000397072	139.333333333333
ENSP00000397073	481
ENSP00000397074	94.6666666666667
ENSP00000397075	941
ENSP00000397076	52
ENSP00000397077	78
ENSP00000397078	312.333333333333
ENSP00000397081	613
ENSP00000397082	263
ENSP00000397083	18.6666666666667
ENSP00000397085	99
ENSP00000397087	326
ENSP00000397091	461
ENSP00000397092	162.666666666667
ENSP00000397093	270
ENSP00000397096	131.666666666667
ENSP00000397098	1187
ENSP00000397099	190
ENSP00000397101	295
ENSP00000397103	117
ENSP00000397105	66
ENSP00000397106	214.333333333333
ENSP00000397107	273
ENSP00000397108	114.666666666667
ENSP00000397109	102.666666666667
ENSP00000397110	278
ENSP00000397111	129
ENSP00000397112	89
ENSP00000397113	57.6666666666667
ENSP00000397114	435
ENSP00000397115	76
ENSP00000397118	110.666666666667
ENSP00000397120	51.6666666666667
ENSP00000397123	618
ENSP00000397124	186.333333333333
ENSP00000397125	768
ENSP00000397126	161.333333333333
ENSP00000397129	658.333333333333
ENSP00000397131	197
ENSP00000397132	74
ENSP00000397133	464
ENSP00000397134	428
ENSP00000397135	168
ENSP00000397139	260
ENSP00000397140	103
ENSP00000397141	123
ENSP00000397142	195
ENSP00000397143	396.666666666667
ENSP00000397144	124
ENSP00000397145	1884
ENSP00000397147	427
ENSP00000397148	1031
ENSP00000397150	230
ENSP00000397151	294
ENSP00000397152	218
ENSP00000397155	164
ENSP00000397156	544
ENSP00000397157	193
ENSP00000397160	345
ENSP00000397163	521
ENSP00000397165	174.333333333333
ENSP00000397166	51.6666666666667
ENSP00000397167	213.666666666667
ENSP00000397168	470.666666666667
ENSP00000397170	141.666666666667
ENSP00000397171	316
ENSP00000397172	87
ENSP00000397173	1062
ENSP00000397174	76
ENSP00000397175	208
ENSP00000397176	25
ENSP00000397177	430
ENSP00000397178	620
ENSP00000397179	254
ENSP00000397180	645
ENSP00000397181	302
ENSP00000397182	396
ENSP00000397184	154.333333333333
ENSP00000397185	373
ENSP00000397187	157.333333333333
ENSP00000397188	116
ENSP00000397189	606
ENSP00000397191	55
ENSP00000397192	202
ENSP00000397193	144.666666666667
ENSP00000397195	183.333333333333
ENSP00000397197	426
ENSP00000397198	204.333333333333
ENSP00000397199	238
ENSP00000397201	109.666666666667
ENSP00000397203	462
ENSP00000397206	323
ENSP00000397207	577
ENSP00000397208	152.666666666667
ENSP00000397209	942
ENSP00000397210	416
ENSP00000397211	529
ENSP00000397212	210
ENSP00000397215	189
ENSP00000397216	119
ENSP00000397217	374
ENSP00000397219	548
ENSP00000397221	129
ENSP00000397222	209
ENSP00000397223	103
ENSP00000397225	106.666666666667
ENSP00000397226	19
ENSP00000397227	404
ENSP00000397228	55.3333333333333
ENSP00000397229	414
ENSP00000397232	532
ENSP00000397236	111.666666666667
ENSP00000397238	75
ENSP00000397239	506
ENSP00000397240	51
ENSP00000397241	104
ENSP00000397242	39.3333333333333
ENSP00000397243	1080
ENSP00000397244	126
ENSP00000397245	111.666666666667
ENSP00000397246	88
ENSP00000397247	117
ENSP00000397248	287.666666666667
ENSP00000397249	419
ENSP00000397250	180.666666666667
ENSP00000397252	157.333333333333
ENSP00000397253	168.666666666667
ENSP00000397254	240.333333333333
ENSP00000397255	122.333333333333
ENSP00000397256	327
ENSP00000397258	632
ENSP00000397259	354
ENSP00000397260	815
ENSP00000397261	348.333333333333
ENSP00000397262	644
ENSP00000397265	547
ENSP00000397266	331
ENSP00000397267	63
ENSP00000397268	273
ENSP00000397269	245
ENSP00000397272	195
ENSP00000397273	20.6666666666667
ENSP00000397274	139
ENSP00000397275	251
ENSP00000397276	270.333333333333
ENSP00000397278	56
ENSP00000397281	65.3333333333333
ENSP00000397282	119
ENSP00000397285	1067
ENSP00000397286	58
ENSP00000397287	75
ENSP00000397289	1129
ENSP00000397290	80
ENSP00000397291	8
ENSP00000397293	109.333333333333
ENSP00000397294	144
ENSP00000397296	97
ENSP00000397297	270
ENSP00000397298	53.3333333333333
ENSP00000397299	305
ENSP00000397300	274
ENSP00000397301	126.666666666667
ENSP00000397302	122
ENSP00000397303	758
ENSP00000397305	88.3333333333333
ENSP00000397306	1412
ENSP00000397307	1445
ENSP00000397308	534
ENSP00000397310	360
ENSP00000397311	110.666666666667
ENSP00000397312	708
ENSP00000397313	411
ENSP00000397314	148
ENSP00000397315	71.3333333333333
ENSP00000397317	188.666666666667
ENSP00000397318	111.333333333333
ENSP00000397319	74.3333333333333
ENSP00000397320	119
ENSP00000397321	42
ENSP00000397322	897
ENSP00000397323	1267
ENSP00000397324	95
ENSP00000397326	321.333333333333
ENSP00000397327	179.333333333333
ENSP00000397330	89
ENSP00000397331	343
ENSP00000397332	74
ENSP00000397335	43
ENSP00000397339	334
ENSP00000397340	215
ENSP00000397341	1053
ENSP00000397342	89
ENSP00000397343	225
ENSP00000397345	75
ENSP00000397350	232.333333333333
ENSP00000397351	1211
ENSP00000397354	380
ENSP00000397355	106.666666666667
ENSP00000397358	219
ENSP00000397359	351
ENSP00000397360	133
ENSP00000397362	64
ENSP00000397364	113
ENSP00000397367	379
ENSP00000397368	1188
ENSP00000397369	150.333333333333
ENSP00000397371	197.333333333333
ENSP00000397372	227
ENSP00000397373	410
ENSP00000397374	56
ENSP00000397375	157
ENSP00000397376	254
ENSP00000397377	958
ENSP00000397378	248
ENSP00000397379	897
ENSP00000397380	290
ENSP00000397381	103
ENSP00000397384	123.333333333333
ENSP00000397385	292.666666666667
ENSP00000397387	1493
ENSP00000397388	195.333333333333
ENSP00000397389	42
ENSP00000397390	544
ENSP00000397392	75
ENSP00000397393	496
ENSP00000397394	118
ENSP00000397395	135.333333333333
ENSP00000397396	39
ENSP00000397397	260
ENSP00000397398	180
ENSP00000397399	25
ENSP00000397400	420
ENSP00000397401	209.666666666667
ENSP00000397402	312
ENSP00000397404	91
ENSP00000397406	122
ENSP00000397407	221
ENSP00000397409	170.666666666667
ENSP00000397410	137
ENSP00000397411	42
ENSP00000397412	1998.66666666667
ENSP00000397413	230
ENSP00000397414	99
ENSP00000397415	142
ENSP00000397417	40.6666666666667
ENSP00000397418	102.333333333333
